2019-06-25 16:31:23,928  list
2019-06-25 16:31:34,725  help
2019-06-25 16:32:21,410  delete 1
2019-06-25 16:44:43,867  list
2019-06-25 16:53:06,441  list
2019-06-25 16:53:26,177  add monkey 12 13200000001 monkey@51reboot.com
2019-06-25 16:55:26,430  update monkey set tel = 13200000002
2019-06-25 16:55:38,928  list
2019-06-25 16:57:02,497  add monkey 12 13200000001 monkey@51reboot.com
2019-06-25 16:57:11,489  add monkey001 12 13200000001 monkey@51reboot.com
2019-06-25 16:58:36,669  lsit
2019-06-25 16:58:39,932  list
2019-06-25 16:58:45,945  delete monkey001
2019-06-25 16:58:52,192  delete 48
2019-06-25 16:58:57,793  delete 47
2019-06-25 17:00:06,128  delete 48
2019-06-25 17:00:10,978  delete 47
2019-06-25 17:00:41,518  find monkey
2019-06-25 17:20:07,879  list
2019-06-25 19:10:15,526  list
2019-06-25 19:10:16,623  
2019-06-25 19:11:11,250  add monkey 12 13200000001 monkey@51reboot.com
2019-06-25 19:11:13,724  list
2019-06-25 19:11:36,126  update monkey set age = 18
2019-06-25 19:11:39,543  delete 1
2019-06-25 19:11:55,819  find monkey
2019-06-25 19:12:02,693  help
2019-06-25 19:12:08,656  display page 2 pagesize 5
2019-06-25 19:12:10,812  exit
2019-06-25 19:12:59,066  export
2019-06-25 19:31:24,357  list
2019-06-25 19:31:52,070  delete 46
2019-06-25 19:31:55,059  list
2019-06-26 10:27:01,901  list
2019-06-26 10:27:04,541  help
2019-06-26 10:37:19,366  list
2019-06-26 10:37:22,363  help
2019-06-26 10:37:23,849  1
2019-06-26 10:37:24,366  1
2019-06-26 11:05:54,002  list
2019-06-26 11:05:58,207  delete 45
2019-06-26 11:06:01,993  delete 45
2019-06-26 11:06:12,075  find monkey
2019-06-26 11:13:13,256  find monkey
2019-06-26 11:13:50,463  find monkey
2019-06-26 11:52:46,773  list
2019-06-26 11:53:47,519  list
2019-06-26 11:58:21,235  list
2019-06-26 11:59:26,578  list
2019-06-26 12:00:06,594  delete 44
2019-06-26 12:00:18,323  delete 43
2019-06-26 12:00:32,535  delete 44
2019-06-26 12:40:01,875  list
2019-06-26 13:23:18,240  dd
2019-06-26 13:34:54,841  list
2019-06-26 13:34:58,227  help
2019-06-26 13:35:00,136  dd
2019-06-26 13:36:14,410  help
2019-06-26 13:38:11,154  list
2019-06-26 13:38:18,811  add monkey 12 13200000001 monkey@51reboot.com
2019-06-26 13:39:27,452  add monkey1 12 132xxx m@qq.com
2019-06-26 13:39:30,967  list
2019-06-26 13:39:34,034  find mon
2019-06-26 13:40:04,905  find monkey 
2019-06-26 13:40:13,800  display page 1
2019-06-26 13:40:27,345  display page 1 pagesize 100
2019-06-26 13:40:34,799  exit
2019-06-26 14:33:13,057  
2019-06-26 14:33:19,123  list
2019-06-26 14:33:43,100  add monkey 12 13200000001 monkey@51reboot.com
2019-06-26 14:34:10,492  add monkey 12 13200000001 monkey@51reboot.com[Dss
2019-06-26 14:42:54,858  
2019-06-26 14:42:56,936  exit
2019-06-26 14:44:11,787  add monkey1 12 13200000001 monkey@51reboot.com
2019-06-26 14:44:18,817  add monkey2 12 13200000001 monkey@51reboot.com
